,CustomerId,Balance,NumOfProducts,HasCrCard,Tenure_x,IsActiveMember,Exited,CreditScore,Geography,Gender,Age,EstimatedSalary,Age Group,Tenure Group,Salary Group,Balance Group,Credit score Group
852,15677610,153895,1,1,8,1,0,511,Germany,Female,41,39087,Working class,Long term cust,low earner,Fair balance,Good score
853,15745012,0,2,1,6,1,0,653,France,Female,43,7330,Working class,Long term cust,low earner,Very low balance,High score
854,15601589,0,2,1,8,1,0,675,France,Female,57,95463,Working class,Long term cust,Fair earner,Very low balance,High score
855,15686436,0,2,0,4,0,0,523,Spain,Male,32,167848,Working class,Short term cust,High earner,Very low balance,Good score
856,15693864,134956,1,0,5,0,1,567,Germany,Female,49,93953,Working class,Short term cust,Fair earner,low balance,Good score
857,15760550,143637,2,1,7,1,0,741,Spain,Male,39,174227,Working class,Long term cust,High earner,low balance,High score
858,15686137,147506,1,1,9,1,0,456,Spain,Male,32,135399,Working class,Long term cust,High earner,low balance,Good score
859,15809087,0,2,0,1,0,1,598,France,Male,64,195635,Working class,Short term cust,High earner,Very low balance,Good score
860,15807663,190227,1,0,8,0,1,667,France,Male,43,97508,Working class,Long term cust,Fair earner,Fair balance,High score
861,15809100,172448,1,0,2,0,1,548,France,Female,32,188083,Working class,Short term cust,High earner,Fair balance,Good score
862,15794916,113980,1,1,7,1,0,725,France,Male,41,116704,Working class,Long term cust,High earner,low balance,High score
863,15614215,0,2,1,6,1,0,717,France,Male,53,97614,Working class,Long term cust,Fair earner,Very low balance,High score
864,15805449,0,2,0,4,0,0,594,France,Male,38,186884,Working class,Short term cust,High earner,Very low balance,Good score
865,15686983,76968,2,1,10,1,0,678,Germany,Female,25,131501,Student,Long term cust,High earner,low balance,High score
866,15808017,88293,2,1,1,1,0,545,France,Male,38,24302,Working class,Short term cust,low earner,low balance,Good score
867,15756804,170833,1,0,1,0,1,636,France,Female,48,110510,Working class,Short term cust,High earner,Fair balance,Good score
868,15646810,108122,2,0,6,0,1,603,Germany,Male,44,108488,Working class,Long term cust,High earner,low balance,Good score
869,15710424,0,1,1,4,1,0,435,France,Male,36,197015,Working class,Short term cust,High earner,Very low balance,low score
870,15799422,0,1,1,8,1,0,535,France,Female,40,27689,Working class,Long term cust,low earner,Very low balance,Good score
871,15692750,129818,3,0,7,0,1,629,Germany,Female,45,9217,Working class,Long term cust,low earner,low balance,Good score
872,15794549,163943,2,1,2,1,0,722,France,Female,35,15068,Working class,Short term cust,low earner,Fair balance,High score
873,15803764,0,2,0,7,0,0,561,France,Male,28,7797,Student,Long term cust,low earner,Very low balance,Good score
874,15674840,101430,2,1,5,1,0,645,France,Female,38,4400,Working class,Short term cust,low earner,low balance,Good score
875,15653762,117301,1,0,9,0,0,501,France,Female,39,182025,Working class,Long term cust,High earner,low balance,Good score
876,15581229,173340,1,1,1,1,0,502,Germany,Female,32,122763,Working class,Short term cust,High earner,Fair balance,Good score
877,15800228,0,2,1,4,1,0,652,Spain,Female,42,38152,Working class,Short term cust,low earner,Very low balance,High score
878,15656333,134348,1,0,3,0,0,574,France,Female,33,63163,Working class,Short term cust,Fair earner,low balance,Good score
879,15697497,105525,2,1,9,1,0,518,France,Female,45,73418,Working class,Long term cust,Fair earner,low balance,Good score
880,15585362,0,1,0,6,0,1,749,France,Female,60,17978,Working class,Long term cust,low earner,Very low balance,High score
881,15571928,0,3,0,4,0,1,679,France,Female,43,115136,Working class,Short term cust,High earner,Very low balance,High score
882,15785519,106192,1,0,6,0,0,565,France,Male,36,149575,Working class,Long term cust,High earner,low balance,Good score
883,15743007,45144,1,0,4,0,1,643,France,Female,45,60917,Working class,Short term cust,Fair earner,Very low balance,Good score
884,15777211,92113,1,1,7,1,0,515,France,Male,65,142548,Retired,Long term cust,High earner,low balance,Good score
885,15721935,0,2,1,7,1,0,521,France,Male,25,157878,Student,Long term cust,High earner,Very low balance,Good score
886,15591711,128366,1,0,0,0,0,739,Spain,Male,38,12796,Working class,Short term cust,low earner,low balance,High score
887,15625021,0,2,1,2,1,0,585,France,Male,42,18657,Working class,Short term cust,low earner,Very low balance,Good score
888,15702968,106545,1,1,3,1,0,733,Germany,Male,74,134589,Retired,Short term cust,High earner,low balance,High score
889,15600462,145618,1,1,8,1,0,542,France,Female,43,10350,Working class,Long term cust,low earner,low balance,Good score
890,15768104,141541,1,0,8,0,0,788,Spain,Male,37,66013,Working class,Long term cust,Fair earner,low balance,High score
891,15780140,57017,2,1,2,1,0,435,Germany,Male,32,5907,Working class,Short term cust,low earner,low balance,low score
892,15585255,0,1,0,9,0,0,577,France,Male,42,74077,Working class,Long term cust,Fair earner,Very low balance,Good score
893,15772781,0,3,1,3,1,1,703,France,Female,51,77294,Working class,Short term cust,Fair earner,Very low balance,High score
894,15669987,125884,2,0,8,0,1,728,Germany,Female,35,54359,Working class,Long term cust,Fair earner,low balance,High score
895,15697000,61825,1,1,5,1,0,728,Germany,Male,32,156124,Working class,Short term cust,High earner,low balance,High score
896,15733119,0,2,0,8,0,0,718,France,Male,35,94820,Working class,Long term cust,Fair earner,Very low balance,High score
897,15782390,0,1,0,6,0,0,621,France,Female,40,155155,Working class,Long term cust,High earner,Very low balance,Good score
898,15654700,102967,1,0,2,0,1,523,France,Female,40,128702,Working class,Short term cust,High earner,low balance,Good score
899,15632210,171770,1,0,2,0,0,657,Germany,Male,25,22745,Student,Short term cust,low earner,Fair balance,High score
900,15642041,93051,2,0,1,0,1,727,Germany,Male,40,71865,Working class,Short term cust,Fair earner,low balance,High score
901,15709737,161064,2,1,7,1,0,643,France,Male,36,84294,Working class,Long term cust,Fair earner,Fair balance,Good score
902,15792388,90612,1,1,7,1,0,645,France,Female,48,149139,Working class,Long term cust,High earner,low balance,Good score
903,15786014,145105,2,0,5,0,0,568,France,Male,28,185489,Student,Short term cust,High earner,low balance,Good score
904,15794580,0,1,0,4,0,1,599,France,Male,58,176407,Working class,Short term cust,High earner,Very low balance,Good score
905,15675964,0,1,1,9,1,1,672,France,Female,45,92027,Working class,Long term cust,Fair earner,Very low balance,High score
906,15814275,174912,1,1,6,1,0,685,France,Male,33,43932,Working class,Long term cust,low earner,Fair balance,High score
907,15724848,104947,1,0,1,0,1,516,France,Female,46,115789,Working class,Short term cust,High earner,low balance,Good score
908,15754713,135213,1,1,10,1,0,685,Spain,Male,31,125777,Working class,Long term cust,High earner,low balance,High score
909,15693814,0,2,0,7,0,0,806,Spain,Male,25,18461,Student,Long term cust,low earner,Very low balance,High score
910,15599660,116229,2,1,6,1,0,604,France,Male,36,79633,Working class,Long term cust,Fair earner,low balance,Good score
911,15746490,111201,1,1,6,1,0,648,Spain,Female,53,121542,Working class,Long term cust,High earner,low balance,Good score
912,15566091,0,1,0,4,0,0,545,Spain,Female,32,94739,Working class,Short term cust,Fair earner,Very low balance,Good score
913,15655961,131899,1,0,1,0,0,756,Germany,Male,27,93302,Student,Short term cust,Fair earner,low balance,High score
914,15710404,124525,1,1,10,1,0,569,France,Male,35,193793,Working class,Long term cust,High earner,low balance,Good score
915,15775625,0,1,0,6,0,0,596,France,Male,47,74835,Working class,Long term cust,Fair earner,Very low balance,Good score
916,15792328,0,1,1,6,1,1,475,France,Male,39,56999,Working class,Long term cust,Fair earner,Very low balance,Good score
917,15719856,47134,1,1,3,1,0,646,France,Female,45,57236,Working class,Short term cust,Fair earner,Very low balance,Good score
918,15593773,0,2,0,3,0,0,784,Spain,Male,35,81483,Working class,Short term cust,Fair earner,Very low balance,High score
919,15733114,0,2,0,9,0,0,552,Spain,Male,45,26752,Working class,Long term cust,low earner,Very low balance,Good score
920,15797748,0,2,1,5,1,0,729,France,Male,44,9200,Working class,Short term cust,low earner,Very low balance,High score
921,15743411,0,1,0,1,0,1,609,Spain,Male,61,22447,Working class,Short term cust,low earner,Very low balance,Good score
922,15753337,0,3,0,5,0,1,555,France,Male,51,189122,Working class,Short term cust,High earner,Very low balance,Good score
923,15601026,138657,1,1,1,1,0,572,Germany,Female,19,16161,Student,Short term cust,low earner,low balance,Good score
924,15658485,70302,1,1,9,1,0,785,France,Female,34,68600,Working class,Long term cust,Fair earner,low balance,High score
925,15636731,101609,2,1,1,1,0,714,Germany,Female,36,447,Working class,Short term cust,low earner,low balance,High score
926,15628303,0,1,1,3,1,0,738,Spain,Male,35,15650,Working class,Short term cust,low earner,Very low balance,High score
927,15633461,130170,1,1,5,1,0,639,Germany,Male,38,149599,Working class,Short term cust,High earner,low balance,Good score
928,15677135,133802,2,1,8,1,0,520,Germany,Male,61,90304,Working class,Long term cust,Fair earner,low balance,Good score
929,15590876,106234,1,0,7,0,0,764,France,Female,24,115676,Student,Long term cust,High earner,low balance,High score
930,15790782,132628,1,0,6,0,0,661,Spain,Male,39,38812,Working class,Long term cust,low earner,low balance,High score
931,15700476,103522,2,1,9,1,0,564,Germany,Male,41,34338,Working class,Long term cust,low earner,low balance,Good score
932,15634141,192390,2,0,8,0,0,708,Germany,Female,42,823,Working class,Long term cust,low earner,Fair balance,High score
933,15737795,0,1,1,1,1,1,512,Spain,Male,36,135482,Working class,Short term cust,High earner,Very low balance,Good score
934,15790299,0,3,1,9,1,0,592,Spain,Male,37,10656,Working class,Long term cust,low earner,Very low balance,Good score
935,15675316,0,2,1,3,1,0,619,France,Female,38,116467,Working class,Short term cust,High earner,Very low balance,Good score
936,15613630,109922,1,1,8,1,1,775,France,Male,52,96823,Working class,Long term cust,Fair earner,low balance,High score
937,15662100,128605,1,1,5,1,0,850,Germany,Female,44,171096,Working class,Short term cust,High earner,low balance,High score
938,15668032,0,1,1,4,1,0,577,France,Female,37,79881,Working class,Short term cust,Fair earner,Very low balance,Good score
939,15599289,68598,1,0,10,0,0,724,France,Female,37,157862,Working class,Long term cust,High earner,low balance,High score
940,15754084,106518,1,1,1,1,0,710,Spain,Male,35,127951,Working class,Short term cust,High earner,low balance,High score
941,15676521,0,2,0,8,0,0,696,France,Female,31,191074,Working class,Long term cust,High earner,Very low balance,High score
942,15804586,0,1,0,6,0,1,376,France,Female,46,157333,Working class,Long term cust,High earner,Very low balance,low score
943,15781465,121326,1,0,8,0,0,675,Germany,Female,29,133457,Student,Long term cust,High earner,low balance,High score
944,15729362,67226,1,0,8,0,0,745,France,Male,36,130789,Working class,Long term cust,High earner,low balance,High score
945,15709295,82931,2,1,5,1,0,697,Spain,Female,25,128373,Student,Short term cust,High earner,low balance,High score
946,15745324,0,1,0,4,0,1,599,Spain,Female,39,194273,Working class,Short term cust,High earner,Very low balance,Good score
947,15741336,118590,1,1,5,1,1,715,France,Female,38,5684,Working class,Short term cust,low earner,low balance,High score
948,15783659,145981,1,1,4,1,0,659,France,Male,67,131043,Retired,Short term cust,High earner,low balance,High score
949,15620981,73309,1,0,3,0,1,684,France,Female,48,21228,Working class,Short term cust,low earner,low balance,High score
950,15630328,130796,2,1,8,1,0,635,France,Female,48,43250,Working class,Long term cust,low earner,low balance,Good score
951,15785899,151607,1,0,8,0,0,789,Germany,Male,33,4389,Working class,Long term cust,low earner,Fair balance,High score
952,15606149,111577,1,1,9,1,0,571,Germany,Female,66,189271,Retired,Long term cust,High earner,low balance,Good score
953,15671139,107042,1,1,0,1,0,694,Spain,Male,39,102284,Working class,Short term cust,High earner,low balance,High score
954,15660429,156371,2,1,2,1,1,665,Spain,Female,42,156774,Working class,Short term cust,High earner,Fair balance,High score
955,15571002,129605,1,0,4,0,0,706,France,Female,44,69865,Working class,Short term cust,Fair earner,low balance,High score
956,15631681,0,2,1,0,1,0,807,Spain,Female,43,85523,Working class,Short term cust,Fair earner,Very low balance,High score
957,15731522,0,2,1,8,1,0,771,Spain,Female,67,51219,Retired,Long term cust,Fair earner,Very low balance,High score
958,15619529,132576,1,0,8,0,0,531,Spain,Male,27,7222,Student,Long term cust,low earner,low balance,Good score
959,15628034,129101,1,1,6,1,0,629,France,Female,37,23971,Working class,Long term cust,low earner,low balance,Good score
960,15686164,108822,1,1,1,1,0,850,Germany,Female,31,132173,Working class,Short term cust,High earner,low balance,High score
961,15582797,137948,1,0,4,0,0,685,Spain,Male,35,113639,Working class,Short term cust,High earner,low balance,High score
962,15753831,100433,1,1,7,1,0,642,Spain,Male,32,39768,Working class,Long term cust,low earner,low balance,Good score
963,15731815,96134,3,0,4,0,1,529,Spain,Male,63,108732,Working class,Short term cust,High earner,low balance,Good score
964,15580956,115888,1,1,4,1,1,683,Germany,Female,43,117349,Working class,Short term cust,High earner,low balance,High score
965,15602084,124626,1,1,5,1,0,663,France,Female,42,78004,Working class,Short term cust,Fair earner,low balance,High score
966,15589805,139810,1,1,6,1,0,563,France,Female,34,152417,Working class,Long term cust,High earner,low balance,Good score
967,15720893,0,2,0,9,0,0,637,Spain,Female,34,26057,Working class,Long term cust,low earner,Very low balance,Good score
968,15641009,84496,1,0,3,0,0,544,France,Male,37,79972,Working class,Short term cust,Fair earner,low balance,Good score
969,15605926,116854,2,1,9,1,0,649,Germany,Male,70,107125,Retired,Long term cust,High earner,low balance,Good score
970,15805955,138333,1,1,10,1,0,638,France,Female,48,47679,Working class,Long term cust,low earner,low balance,Good score
971,15801488,0,2,1,3,1,0,723,France,Male,25,134509,Student,Short term cust,High earner,Very low balance,High score
972,15605918,78992,2,0,5,0,0,635,Germany,Male,43,153265,Working class,Short term cust,High earner,low balance,Good score
973,15779711,97257,2,1,7,1,0,750,Spain,Female,38,179883,Working class,Long term cust,High earner,low balance,High score
